Time,Nome,Usuario,Texto,Data,topicos,Stop words
Botafogo,Bebel,@costa_gcc,"agradeço todo dia pela venda botafogo, nao era papo dominância",2026-03-26 18:59:33,,"eu, do, se, de"
Corinthians,Jantadas SCCP,@jantadasccp,não pois não são corinthians,2026-03-26 18:59:33,,do
Botafogo,Prof. Steve Magal,@MarioGasparr,"empresário botafogo vão tirá-lo remo, muito alto valor compra",2026-03-26 18:59:33,,"e, o, do, o, de"
Flamengo,Oráculo ✠,@xlotif,jogador flamengo seleção = fracasso,2026-03-26 18:59:33,,"do, na"
Santos,veyron,@veyron7t3n,"mano douglas santos aberração jogador, nunca vi lateral nao cruza, cara faz meus olhos sangrarem vendo jogar",2026-03-26 18:59:33,,"esse, e, uma, de, eu, um, que, esse, ele"
Palmeiras,"Aldo Luís Democracia, sempre!!!",@aldoluis1,"brasil precisando empatar, jogador mais, deixando frança trocar passes como quer. veja técnico pardal como joga menos. vini jr era pra ter pqp. difícil ver seleção assim.",2026-03-26 18:59:33,,"com, um, a, a, do, se, com, um, a, a"
Santos,Giovanne ★彡,@giovrolo,"nosso camisa 10 não sabe jogar bola ainda como capitão, não existe convocado, veste camisa seleção caga inteiro, erra tudo! vini raphinha, martinelli, andrey santos não merecem nem convocação!",2026-03-26 18:59:33,,"e, tá, ele, ser, ele, a, da, e, se"
Santos,Caio Alandia,@AlandiaCaio,"pior síndrome estocolmo ferrada, pq neymar mal próprio santos time dono página.",2026-03-26 18:59:33,,"que, isso, é, uma, de, o, tá, no, que, é, o, do, da"
Atlético Mineiro,showbricio,@AdoroLoirinhas,clube atlético mineiro,2026-03-26 18:59:33,,
Corinthians,fabio,@fabiobuzzo,corinthians ficando elenco toda temporada,2026-03-26 18:59:33,,sem
Corinthians,ravena,@ilahrie,brasil muito corinthians,2026-03-26 18:59:33,,é
Santos,Discuto com imbecis,@ImbecilReborn,"douglas santos cara frentista posto gasolina,menos jogador futebol!",2026-03-26 18:59:33,,"esse, tem, de, de, de, de, de"
Flamengo,Fernando SCI 1909,@Fernandolost87,torcedor flamengo forçando caras horríveis ai,2026-03-26 18:59:33,,"isso, é, do, esse"
Flamengo,Mike ˢᵉᵖ ,@miikesep,flamengo seleção não combinam fato,2026-03-26 18:59:33,,"e, isso, é, um"
Flamengo,Guxa1964,@GuxaPetropolis,falou besteira aqui meu caro! flamengo jogo menos fluminense pateta! paquetá está fora copa aonde ???,2026-03-26 18:59:33,,"o, tem, um, a, que, o, e, o, da"
São Paulo,Markos Funjel,@funjel70,time brasil parece time são paulo tão ruim!,2026-03-26 18:59:33,,"do, o, do, de"
Flamengo,Kaio,@kaiohenricunha,"ainda os perebas flamengo/palmeiras sempre, superestimados clubismo.",2026-03-26 18:59:33,,"e, tem, de, de, por"
Santos,Léo Pereira ᶜʳᶠ,@leocrf_10,pq santos está situação atual?,2026-03-26 18:59:33,,"e, o, na"
Fluminense,Brasileirão Feminino,@BRFeminino,começouuuuuu! cruzeiro x fluminense pela 5ª rodada brasileirão feminino! ao vivo:,2026-03-26 18:59:33,,do
Cruzeiro,᥅ꪮᥴᛕ ꪑꪖ᥅ᥴ꠸ꪖꪀꪮ,@Vitasdorockof1,fizeram cara joao bobo moral época q seleção tinha maluco aí tinha virado pancadaria igual cruzeiro atletico,2026-03-26 18:59:33,,"o, de, na, na, isso, uma, do, e"
Cruzeiro,demônio de hell's kitchen ⁴⁴,@jenswifeyc,quando cruzeiro ganhar boca franco chorar eim,2026-03-26 18:59:33,,"e, o, do, e, o"
Santos,be,@beLH44,douglas santos muito ruim,2026-03-26 18:59:33,BRAxFRA,"esse, é"
Santos,Daniel Cordeiro,@danccordeiro,"douglas santos pra rússia skin pedreiro ao invés achar loira, achou vaga copa mundo.",2026-03-26 18:59:33,,"foi, com, de, e, de, uma, foi, uma, na, do"
Corinthians,cayo,@cayorrlc,"mas camera identica arena corinthians exemplo, sinal galera paga pau",2026-03-26 18:59:33,,"essa, é, a, da, por, que, por, a"
Santos,MENINO DE OURO,@DjYgorKovansky,"não aguento mais ver douglas santos nessa lateral, horrível",2026-03-26 18:59:33,,"o, ele, é"
Corinthians,Mateus Nhoatto,@MateusNhoa17773,"veja entrevista zagueiro novorizontino entrevista depois terem eliminado corinthians já enfrentado todos os times campeonato. obvio neymar mal, mas seleção bela bosta gente ali trocar pelo neymar nao vai fazer diferença",2026-03-26 18:59:33,,"a, do, do, em, uma, de, o, e, do, que, o, ta, essa, ta, uma, e, tem, que, se"
São Paulo,🄻eocacl,@leocacl,2026 vagabundo ainda fica incomodado fumaça ... morando são paulo!!!,2026-03-26 18:59:33,,"e, com, em"
Santos,Claudio,@lccsanches,verdade q douglas santos wesley não são jogadores seleção. são fraquissimos,2026-03-26 18:59:33,,"a, é, e, de"
Santos,TGV,@Tiago41051244,diferença jogadores são santos futebol clube,2026-03-26 18:59:33,,"a, é, que, o, do"
Vasco,"Rodrigo ""O Chico""",@RodrigoOChico,vini jr real = melhor mundo vini jr brasil = reserva,2026-03-26 18:59:33,"SeleçãoBrasileira, BRAxFRA","no, do, no, do"
Santos,jean,@jeancraque,fico vendo esses caras nunca chutaram bola vida falar merda quem viu pirlo jogar não tinha intensidade jogava só vcs acham cara não poupando nesses jogos fora qualidade santos,2026-03-26 18:59:33,,"que, uma, na, ele, com, a, que, o, tá, se, e, que, a, do, é"
Santos,joão aranda,@joaoaranda14,douglas santos hoje seria bom reserva pro bidu,2026-03-26 18:59:33,,um
Fluminense,Ari Daopacha,@Juanistah,"pantera zenit pra inglaterra, la pros trinta pouco volta pra br pro botafogo ou fluminense pra encerrar carreira",2026-03-26 18:59:33,,"é, do, e"
São Paulo,Sudden Tricolor,@suddentricolor,"pensei data fifa vendo seleção não passaria raiva são paulo, chega hoje vejo ferrerinha vestindo",2026-03-26 18:59:33,,"que, na, a, eu, com, o, o, a"
Fluminense,Pedro Ricciardone,@RICCIARD0NE,fluminense ganhava jogo aí tranquilo,2026-03-26 18:59:33,,esse
Santos,Felipe Gimenes #VAICORINTHIANS,@Felipegimenees,amistoso deixa claro quem não pode vestir camisa - douglas santos - ibanez não,2026-03-26 18:59:33,,"esse, a, da"
Botafogo,Blog do Escobedo ᶜʳᶠ ¹⁸⁹⁵,@escobedo042,dia botafogo for campeão mundial.,2026-03-26 18:59:33,,"no, que, o"
Internacional,M I R T I L O,@mirtilopody,diria 2022 surto camarão internacional.,2026-03-26 18:59:33,,"eu, que, foi, de"
Flamengo,o que o Guilherme anda pensando?,@guilhermthegoat,"bom lembrar vc não entende nada futebol máximo assiste flamengo vez quando, então sua opinião nem conta",2026-03-26 18:59:33,,"que, de, e, no, o, de, em"
Flamengo,mente do palhaço,@luislipefs,flamengo precisa contratar luiz henrique vini jr entrosar dupla,2026-03-26 18:59:33,,"e, para, a"
Flamengo,Fábio,@fbrebeldes,larga puta rapa cara já falou não joga flamengo,2026-03-26 18:59:33,,"de, ser, o, que, no"
Santos,Warriors da Deprê,@gswdadepre,gente for pra copa lateral pau mole douglas santos tamo fudido,2026-03-26 18:59:33,,"se, a, com, esse"
Vasco,IG: @angilbertomnz,@angilbertomnt,"tão chamando seleção brasileira vasco, vou sair girando murro igual blaiblade",2026-03-26 18:59:33,BRAXFRA,"a, de, no"
São Paulo,Eduardo Capaldo,@capaldo_eduardo,fui preso pelo ice estou sendo obrigado viver são paulo,2026-03-26 18:59:33,,"e, a, em"
Flamengo,Gibson,@GibsonGabriel20,flamengo grande dms kkk,2026-03-26 18:59:33,,é
Corinthians,LU4NZITO,@luan_olivei7,vinícius júnior seleção pior talles magno corinthians. meus olhos sangram,2026-03-26 18:59:33,,"o, na, é, do, que, o, no"
Botafogo,TYR ★彡,@_JoaovictorSSW,"luiz henrique absurdo jogador danilo craque demais tbm, como queria ter visto os dois juntos botafogo",2026-03-26 18:59:33,,"o, é, um, de, e, o, é, eu, no"
Santos,@lgustavo,@LuizGustav21076,"neymar vai carimbar passaporte nessa data fifa. outra , vai chegar ponta cascos. santos vai pré temporada vai chegar inteiro pra copa pela primeira vez. brasil hexa. neymar craque copa . vou até printar aqui.",2026-03-26 18:59:33,,"e, na, dos, o, ser, a, e, ele, uma, da"
Cruzeiro,ratodocruzeiro,@RATOcec,hoje cruzeiro ???? entao react cabuloso vem nois ver as mina!,2026-03-26 18:59:33,,"tem, tem, com"
Santos,Aleatório,@alysman074,danilo santos entrou bem,2026-03-26 18:58:33,,o
Flamengo,lyn,@opheliapoets,queria flamengo,2026-03-26 18:58:33,,"ele, no"
Flamengo,cerriseven,@imsyren_,flamengo nele!,2026-03-26 18:58:33,,
Fluminense,laura,@folkloriws,alguém favor dá jeito trazer luiz henrique volta pro fluminense,2026-03-26 18:58:33,,"por, um, de, o, de"
Internacional,liv,@namplantajoon,acabei descobrir pra fazer compra precisa cartao internacional…. vou ter recorrer aos meus superiores (meus pais),2026-03-26 18:58:33,,"de, que, a, de, um, que"
Santos,Caio Ribeiro,@caiocrjr7,"douglas santos mds, não dá não kkkkkkkk",2026-03-26 18:58:33,,esse
Grêmio,matador de sapientes ⸸,@oculostortinho,quero apedrejar todos os membros grêmio cefetiano,2026-03-26 18:58:33,,"eu, do"
Santos,Filipe Luis,@juniorcp88,"douglas santos horrível, não sai nada produtivo",2026-03-26 18:58:33,,"é, de"
Santos,Fabiano Canuto,@FabianinhoGomes,douglas santos muito fraquinho também,2026-03-26 18:58:33,,é
Flamengo,Cel. Mostarda,@gfcardoso25,coisa gente admitir: torcida flamengo impressiona. pq só flamenguista fanático levaria léo pereira copa.,2026-03-26 18:58:33,,"uma, a, tem, que, a, do, um, para, a"
Flamengo,Chato Palestra,@chatopalestra,mal flamengo faz ao futebol brasileiro saiu daqui pra fora. convoca-se léo pereira revela-se vini jr.,2026-03-26 18:58:33,ForaFlamengo,"o, que, o, na, e, foi, e"
Cruzeiro,vini porco robert,@viniporcorobert,"pô pelo amor deus, vcs não devem assistir os jogos cruzeiro não, cara muito mal",2026-03-26 18:58:33,,"de, do, o, tá"
Santos,Laert,@Could_66,"douglas santos não condições nenhuma seleção, lateral extremamente fraco.",2026-03-26 18:58:33,,"esse, tem, de, ta, na"
Corinthians,hugostoso 愛,@hugoricardin,"assisto corinthians brasil nao sei diferenciar vitinho vinicius jr, pqp bagre",2026-03-26 18:58:33,,"eu, e, e, de, que"
Santos,Rafael B. Rodrigues,@Rafaael15,vini jr quebrando bola! douglas santos condições. me ajuda ancelotti,2026-03-26 18:58:33,,"a, sem"
Santos,TETRA E ENEA,@Alehbernacchi,douglas santos horrível pqp,2026-03-26 18:58:33,,
Santos,aura + ego + clt,@graphaelkkjk,"douglas santos ridículo maluco n noção nenhuma pelota pqp, maluco torto caralho vai tomar cu",2026-03-26 18:58:33,,"esse, é, tem, da, do, no"
Fluminense,TurbinasPaulista,@turbinasCalote,prepare bunda fluminense,2026-03-26 18:58:33,,a
Cruzeiro,Bruno Fanticellli,@BrunoFanti89,cruzeiro 1mihao vezes maior as frangas,2026-03-26 18:58:33,,"é, de, que"
Corinthians,ana,@vomitomt,pq corinthians jogando contra frança,2026-03-26 18:58:33,,"o, tá, a"
Botafogo,Luiz bfr,@LuizGonalv47054,engraçado vcs anulam brasileiro botafogo 68 contam título 20 anos anteriores kkkkkkkkkkkkkk n n i c o!,2026-03-26 18:58:33,,"o, do, de, e, de, a"
Flamengo,Rafael,@faelgalo10,vini pegada neguebinha flamengo,2026-03-26 18:58:33,,"na, do"
Flamengo,Léo Donizeti,@leodonizeti,cara ja cansou repetir não gosta flamengo. pagina bosta dessa,2026-03-26 18:58:33,,"o, que, de, que, do, de"
Corinthians,hlize viu o riize,@renjunprinces,mais fácil corinthians bi liberta dq brasil hexa,2026-03-26 18:58:33,,"o, ser, da, o, ser"
Santos,João Scheffer,@jzscheffer,não condições douglas santos jogador futebol. fase chegamos.,2026-03-26 18:58:33,,"tem, esse, ser, de, que"
Flamengo,Debora Maria,@DeboraM76753594,torcida flamengo aki fora.,2026-03-26 18:58:33,,"ela, e, a, do"
Cruzeiro,Cruzeiro Feminino,@CruzeiroFem,"0’ | 1t | começa jogo arena jacaré! vamos busca vitória, cruzeiro! | 0x0 |",2026-03-26 18:58:33,"CRUxFLU, AsCabulosasNoBrasileirão","o, na, do, em, da"
Palmeiras,Draicker,@Draicker13,"imagina palmeiras luiz henrique danilo time, pqp. ainda ia ter gente defendendo futebol meia boca palmeiras, futebol puro resultado.",2026-03-26 18:58:33,,"um, com, e, no, um, no, de"
Flamengo,Seleção Verde,@SelecaoVerde,depois ver palmeiras eliminando flamengo zico brasileiro 79 4x1 pleno maracanã.,2026-03-26 18:58:33,,"que, eu, o, do, no, de, com, em"
Santos,MANO GAGUIM,@K_SaryEldin,kaiki lugar d. santos próximo jogo,2026-03-26 18:58:33,,"no, do"
Santos,Marcelo Perdigão,@marceloperdigao,não queria douglas santos fortaleza. lateral fraco!,2026-03-26 18:58:33,,"eu, esse, no, que"
Santos,Cão peludo,@bolotinha_13,quem precisa dele santos. não consegue jogar nem,2026-03-26 18:58:33,,"é, o, ele"
Santos,Andrezão PORCO REI 19/45,@oporcorei1914,"notas porco rei ederson - 0 wesley - 0 léo pereira - 0 bremer - 0,75 douglas santos - 0 casemiro - 0 andrey santos - 0 matheus cunha - 0 raphinha - 0 martinelli - 0 vinícius junior - 0 luis henrique - 0,5 igor thiago - 0 danilo - 0 ibañeiz - 0 gabriel sara - 0",2026-03-26 18:58:33,,do
Santos,NANDO,@nandoribeir_,douglas santos fraco fracos kaiki tiver oportunidade contra croácia vai tomar titularidade,2026-03-26 18:58:33,,"dos, se, a"
Vasco,Baeta,@daniel_baeta,"brenner reserva vasco titular seleção, como explica?",2026-03-26 18:58:33,,"no, na, que"
Corinthians,Lucas,@meliizxz,"parece tô assistindo jogo corinthians, contra lanterna brasileirão pqp",2026-03-26 18:58:33,,"que, um, do, o, do"
Santos,lari,@LarissyAraujoo,q douglas santos? joga nada,2026-03-26 18:58:33,,"é, esse"
Santos,Mattos,@_wiltonMatos,"papo reto, colocar parceiros meus várzea pra jogar santos ou seleção brasileira, desenrolam bem mais!",2026-03-26 18:58:33,,"se, uns, da, no, na, eles"
Flamengo,Lambreta #freepalestine,@sucodepamonha,"""só pegam pé vini, pq jogou flamengo"" vini kkkkkkkkkkkkkkkk",2026-03-26 18:58:33,,"no, do, ele, no, o"
Santos,kaiser,@Miranda96016765,nem santos n esta precisando imagina seleção,2026-03-26 18:58:33,,"o, a"
Vasco,rlzkkk,@rlzkkksfc,como assim não fez nada contra vasco? meteu 2 ganhou partida sozinho ano,2026-03-26 18:58:33,,"ele, o, ele, e, a, esse"
São Paulo,WAP75,@AlvesTrade,bolsa tráfico!!! luladrão presidente tráfico foro são paulo!,2026-03-26 18:58:33,,"do, do, de"
Santos,Leal,@Juanzada5,douglas santos não condições pqp joga vergonha,2026-03-26 18:58:33,,"esse, tem, com"
Santos,igu aka pepe,@comoqomano,espero douglas santos tenha lesão (intervenção divina) aposente inss recebendo salario minimo meio,2026-03-26 18:58:33,,"que, o, uma, e, se, no, um, e"
Flamengo,mt,@mt_pinheiro87,"tudo envolve flamengo assim, torcem contra melhores mundo só pq cria flamengo kkkkkkkkkkkkk",2026-03-26 18:58:33,,"que, é, eles, uns, dos, do, é, do"
Corinthians,TETRA DA LIBERTADORES,@FetuSavu37043,vagabundo q pede neymar não viu santos x corinthians não?. onde apanhava bola.,2026-03-26 18:58:33,,"ele, da"
Santos,André Schappo,@andreschappoo,douglas santos léo lado esquerdo incrivel,2026-03-26 18:58:33,,"e, que"
Santos,Douglas Mayer,@ddmaiier,douglas santos ? jogou onde ???,2026-03-26 18:58:33,,
Flamengo,Rayssa,@lts_ray,luiz henrique flamengo amanhã!!!,2026-03-26 18:58:33,,no
Santos,Raymorais Castro,@CastroRaym81933,prr jota não conseguindo fazer nem jogando santos santos acha mesmo quer vai mudar alguma coisa?,2026-03-26 18:58:33,,"ele, ta, isso, no, no, tu, ele"
Santos,LEOYYZ,@LEOYYZ,douglas santos mesmo movimento corporal rené,2026-03-26 18:58:33,,"tem, o, do"
Santos,LUCHO MAGO ACOSTA,@_1902FFC,"falo. vini jr horrivel, douglas santos horrivel, raphinha",2026-03-26 18:58:33,,
Santos,jlingz,@goldolingard,"douglas santos horroroso, meu pai amado",2026-03-26 18:58:33,,"esse, é"
Santos,Igor,@MaximianoCRVG,"douglas santos mais horríveis já foram convocados, mlq lixo crl",2026-03-26 18:58:33,,"esse, é, um, dos, que, do"
Palmeiras,𝐏 𝐇 𝐄 𝐋 𝐈 𝐏 𝐄,@PhilAndTheJets,parece ataque palmeiras contra os deportes titicaca bolívia todo ano libertadores,2026-03-26 18:58:33,,"o, do, da, na"
Santos,mafe,@i2jennas,to falando serio quem douglas santos só temos opçao,2026-03-26 18:57:33,,"é, e, por, que, essa"
Santos,Rodrigo,@manuchegou,ruinzinho douglas santos,2026-03-26 18:57:33,,"é, o"
Santos,Gabriel de Barros,@gaabriel_bfr,"absurdo seleção brasileira depender jogadores como vinícius júnior, léo pereira douglas santos. pior geração história disparado.",2026-03-26 18:57:33,,"a, de, e, da"
Vasco,Tiago Dezan,@TiagoDezan,"cara não fez nada contra vasco, mas destruiria frança…",2026-03-26 18:57:33,,"o, o, a"
Santos,João,@Rezendeffc,"vinicius jr, leo pereira, douglas santos, bremer pode enfiar dentro cu outro, pqp todos fracos",2026-03-26 18:57:33,,"um, do, do"
Corinthians,Klaus Ferrer,@PokeKlausGo,"menos dentro corinthians, corinthiano.",2026-03-26 18:57:33,,"o, que, tem, do, é"
Santos,Joga Sujo,@Geovanne_JS,partida tenebrosa douglas santos,2026-03-26 18:57:33,,do
São Paulo,30e,@30ebr,são paulo - 30/4 - espaço unimed são paulo - 1/5 - espaço unimed ⁠rio janeiro - 16/5 - vivo rio curitiba - 27/6 - igloo super hall porto alegre - 4/7 - auditório araújo vianna - nova data recife - 22/8 - classic hall belo horizonte - 5/9 - befly hall,2026-03-26 18:57:33,,de
Flamengo,M4theus Fns,@matheusfns29,"vem flamengo, monstro.",2026-03-26 18:57:33,,"para, o"
Santos,emerson,@emerswn,douglas santos muito ruim,2026-03-26 18:57:33,,é
Corinthians,GALO,@mariodecastr,"meu caro, contra inter corinthians teve dificuldades manter posse bola, imagina tchouameni kante marcando",2026-03-26 18:57:33,,"se, e, ele, em, a, de, com, um, e"
Flamengo,@emylearauj0,·,flamengo protagonista não como,2026-03-26 19:05:33,,"é, o, tem"
Santos,C.R.V.G,@AdrianoFontine4,"acho esses torcedores são demente cabeça, será assiste os jogos santos quando neymar jogando ? cara andando campo",2026-03-26 18:57:33,,"que, da, que, eles, do, o, tá, o, tá, em"
Santos,thata.,@lmjxxcx,douglas santos ruim.,2026-03-26 18:57:33,,é
Flamengo,tutu,@two_a04,não sabia casemiro jogava flamengo,2026-03-26 18:57:33,,"que, o, no"
São Paulo,Flaviano26,@flaviano26,separa sul. chega sermos escravos dessa gentalha faz parte facção terrorista internacional foro são paulo. guerra já. cada arque seus votos cobre seus políticos. muro já.,2026-03-26 18:57:33,,"de, que, da, de, um, que, com, e, que"
Flamengo,luan guima,@luanguimax,"porque você nao critica os jogadores flamengo? flamengo destruiu seleção. acharam boa ideia botar zagueiro flamengo seleção. luis henrique muito melhor vinicius jr, só não titular porque nao joga real madrid. wesley não ve cor bola.",2026-03-26 18:57:33,,"do, o, a, um, do, na, é, que, é, no, a, da"
Santos,★,@skyIinner,mano pq deus me deixou nascer torcedora santos seleção brasileira ao mesmo tempo?,2026-03-26 18:57:33,,"do, e, da"
Flamengo,EFBraga,@EaiMandli,ano passado torcida flamengo passou maior estresse esquema horroroso… máxima futebol: jogo ganha perde meio campo! mas sempre os iluministas…,2026-03-26 18:57:33,,"a, do, o, com, esse, do, o, se, e, se, no, tem"
Vasco,jorge,@JorginCRF10,"mas dever examinar jogador não clube? você passando pano pra algo não existe, nosso clube errou, pagamos indenizações pensões antes julgamento, livre espontânea vontade, já vasco até agora finge nada aconteceu, culpa família.",2026-03-26 18:57:33,,"o, de, e, do, tá, que, e, do, de, o, que, da"
Santos,Brazilian Soccer Hub,@brazilsoccerhub,"olha elenco q seleção olha santos, animal",2026-03-26 18:57:33,,"o, tem, a, e, o, do"
Palmeiras,hiroki | momo & jeongyeon lover,@Hiroki1__,palmeiras tbm,2026-03-26 18:57:33,,"e, tem, que, tá, no"
Santos,Iranildo,@Flamenq0,"neymar virou mais marketing futebol — vive hype enquanto time paga conta. ainda enzo defendendo como fosse 2015. realidade? jeito tá, puxa santos pro rebaixamento… nem contra novorizontino consegue decidir, vai decidir contra quem?",2026-03-26 18:57:33,,"do, que, de, o, a, e, tem, se, a, do, que, o, se, o"
Vasco,Recanto Poético,@PoeticoRec56491,vai fazee diferença como fez vasco ano passado tomando 6,2026-03-26 18:57:33,,"com, o, de"
Internacional,Sputnik Brasil,@sputnik_brasil,"após 35 anos desde sua criação, porém, bloco encara cenário internacional fragmentado entre grandes potências, instabilidades pelo mundo maior competitividade segurança econômica soberania. internacionalista caio junqueira lembra criação bloco",2026-03-26 18:57:33,,"a, o, um, e, por, e, de, o, que, a, do"
Flamengo,Léo Queiroz,@qrozleo,"vinicius jr camisa seleção, parece vitinho flamengo, pqp",2026-03-26 18:57:33,,"o, com, a, da, o, no"
